s.area,s.perimeter,s.radius.mean,s.radius.sd,s.radius.min,s.radius.max,pixels.size,size..mm.,Species,Sample,Treatment,Event,Tank,Image,Extension,Date,Month
165.987951807229,5.75903614457831,0.853331842357727,0.225625294916225,0.488152363249446,1.30412911274424,216.485432715544,2.60825822548848,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
623.457831325301,10.2048192771084,1.61015006967706,0.438680322176377,0.885524312292718,2.45390109951977,407.347582520281,4.90780219903953,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
671.843373493976,11.2409638554217,1.62296064216859,0.38672538423299,0.88450388169447,2.29218949527953,380.503456216402,4.58437899055906,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
658.493975903614,11.2168674698795,1.69113218639353,0.558124807269033,0.757041064601669,2.71699007459646,451.020352383012,5.43398014919292,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
570.542168674699,10.1566265060241,1.540092309783,0.398216552424882,0.92355181146035,2.24873987170736,373.290818703421,4.49747974341471,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
510.469879518072,9.86746987951807,1.49549360754143,0.466580041319597,0.733139354484937,2.3766161198034,394.518275887365,4.7532322396068,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
435.277108433735,8.32530120481928,1.35572108563088,0.338119394016981,0.6937190432219,2.00645877501849,333.07215665307,4.01291755003699,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
84.2650602409639,4.45783132530121,0.634725314931673,0.195247708325744,0.29955277359869,1.06638385048619,177.019719180708,2.13276770097238,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
611.650602409639,10.6144578313253,1.61900216620756,0.496578955458814,0.865086602338487,2.53288275338796,420.458537062402,5.06576550677593,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
467.349397590361,8.96385542168675,1.39992980630487,0.388763492895526,0.696876610739687,2.15134101546645,357.12260856743,4.30268203093289,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
509.120481927711,8.96385542168675,1.45943380567976,0.390875146448448,0.674873292140954,2.12789562338826,353.230673482451,4.25579124677651,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
377.963855421687,7.73493975903614,1.22568576781232,0.244008466952048,0.84194501639563,1.71326523573039,284.402029131245,3.42653047146079,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
460.301204819277,9.24096385542169,1.36612645313994,0.405453004845653,0.522090625251031,2.1271253773731,353.102812643935,4.25425075474621,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
430.168674698795,8.50602409638554,1.32403950713945,0.353719898373317,0.639388828703105,1.98713205733171,329.863921517064,3.97426411466342,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
640.469879518072,11.578313253012,1.6420878970648,0.543676856800817,0.87540403473738,2.71313952422928,450.381161022061,5.42627904845857,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
425.180722891566,8.43373493975904,1.30430638152977,0.317083982779948,0.788530495239966,1.8262598292095,303.159131648778,3.65251965841901,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
357.048192771084,7.71084337349398,1.21324051900489,0.304394244730354,0.71915924208354,1.78406643329482,296.155027926939,3.56813286658963,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
478.132530120482,9.97590361445783,1.41871572825809,0.471835318155841,0.674998500211797,2.19827105927879,364.91299584028,4.39654211855759,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
410.204819277108,8.18072289156627,1.30694695078203,0.342021969940724,0.738645235720022,1.89223016112443,314.110206746656,3.78446032224886,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
368.734939759036,7.72289156626506,1.25073404285913,0.329742980703628,0.64164749087958906,1.85837766703553,308.490692727898,3.71675533407106,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
335.831325301205,7.18072289156626,1.17061764444881,0.276871435652193,0.775447850103927,1.67585818149388,278.192458127984,3.35171636298776,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
429.469879518072,8.87951807228916,1.33675467328482,0.399007606622347,0.638463761200978,2.05256683417722,340.726094473418,4.10513366835444,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
428.120481927711,9.06024096385542,1.35697233820865,0.446358022469376,0.49248419772754,2.18685647936101,363.018175573928,4.37371295872203,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
393.277108433735,8.19277108433735,1.25933517216388,0.327916522887208,0.779249540551973,1.8679515370884,310.079955156675,3.73590307417681,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
461.060240963855,9.45783132530121,1.42544475196806,0.479430249426659,0.617658344984742,2.29845304250947,381.543205056572,4.59690608501894,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
406.060240963855,8.71084337349398,1.32606368767462,0.419261244754755,0.645767288364903,2.10952857956772,350.181744208241,4.21905715913543,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
342.771084337349,7.39759036144578,1.17566546543602,0.268857670373459,0.63874173123498,1.67168107032973,277.499057674736,3.34336214065946,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
283.867469879518,6.50602409638554,1.07156187509718,0.232199081087477,0.716672257883062,1.5234728564364,252.896494168442,3.04694571287279,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
282.024096385542,6.67469879518072,1.05876796794896,0.246663832890056,0.614377567868735,1.53315542699432,254.503800881057,3.06631085398863,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
276.493975903614,6.67469879518072,1.07813990335008,0.283891279439886,0.611197422120891,1.63341007827287,271.146072993296,3.26682015654574,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
288.265060240964,6.85542168674699,1.09470267465562,0.277254389468564,0.677568527000575,1.59083070150176,264.077896449292,3.18166140300352,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
338.843373493976,8.01204819277108,1.21829463669977,0.401470146587199,0.613343320534896,1.91750304384529,318.305505278319,3.83500608769059,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
288.180722891566,6.68674698795181,1.10456134596913,0.28115162536805,0.678976125421735,1.60849740738394,267.010569625735,3.21699481476789,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
259.493975903614,6.43373493975904,1.05425997299556,0.288405079523665,0.618173765884456,1.57017921267427,260.649749303929,3.14035842534854,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
221.951807228916,6.12048192771084,0.944985107900077,0.206479600859762,0.614756695397822,1.35671702807432,225.215026660338,2.71343405614865,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
273.253012048193,6.81927710843374,1.07148271196865,0.293778483313458,0.588471454136391,1.62623705811362,269.955351646861,3.25247411622724,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
237.44578313253,6.20481927710843,0.991794190835453,0.24824959594968,0.514994744780178,1.46475670891722,243.149613680258,2.92951341783444,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
244.120481927711,6.54216867469879,1.01380058632959,0.2912336676492,0.560228062990109,1.55186328047545,257.609304558924,3.1037265609509,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
217.518072289157,5.80722891566265,0.94556528324253,0.234296902244235,0.573594386906859,1.35947039568333,225.672085683432,2.71894079136666,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
243.759036144578,6.30120481927711,0.992251578184384,0.2772691786465,0.55241831910203,1.4817731810111,245.974348047843,2.9635463620222,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
275.698795180723,6.75903614457831,1.09757297993621,0.331524230812831,0.586757727097697,1.68482935432859,279.681672818546,3.36965870865719,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
195.277108433735,5.40963855421687,0.903408648421484,0.22130997678501,0.540471695120171,1.29324089305318,214.677988246828,2.58648178610636,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
132.771084337349,4.50602409638554,0.72405199184833,0.144792469391003,0.516521139937327,0.983678719280298,163.29066740053,1.9673574385606,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
135.674698795181,4.69879518072289,0.723668309903743,0.109893788450096,0.494212724505658,0.93164169962467,154.652522137695,1.86328339924934,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
154.084337349398,5.27710843373494,0.757929438669219,0.154381819637603,0.327179607536628,0.951652996096228,157.974397351974,1.90330599219246,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
142.313253012048,4.89156626506024,0.764219041960345,0.180934479282098,0.405354478230986,1.10122734619276,182.803739467998,2.20245469238552,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
140.590361445783,4.49397590361446,0.74802990274068,0.153437512418418,0.437794830638054,1.00118762228024,166.197145298519,2.00237524456047,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
132.132530120482,4.44578313253012,0.730557309427938,0.136748052082969,0.496004034394693,0.980902112795549,162.829750724061,1.9618042255911,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
86.7710843373494,4.37349397590361,0.605284830271579,0.172316442691403,0.24242337221423,0.954724431158671,158.484255572339,1.90944886231734,Hydrobia,SF114,three,1,D3,1,tif,2022-04-25,April
1065.53012048193,15.0481927710843,2.1829927239372098,0.676326193927922,1.0106137636365,3.24416196371922,538.53088597739,6.48832392743844,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
655.638554216867,11.1686746987952,1.66846844972719,0.525703877192693,0.815315793534636,2.63285818752776,437.054459129609,5.26571637505553,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
519.156626506024,9.53012048192771,1.47758154270325,0.408052609812689,0.820265227738444,2.29082348054696,380.276697770796,4.58164696109393,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
610.939759036145,10.566265060241,1.52337765917457,0.363091198293485,0.735598676418696,2.24215394639794,372.197555102057,4.48430789279587,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
557.686746987952,10.6024096385542,1.56496490546033,0.538899308386213,0.689100461787719,2.46388634936008,409.005133993773,4.92777269872016,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
599.481927710843,10.8674698795181,1.60658327732334,0.540059773793371,0.746336552023183,2.57150931407606,426.870546136626,5.14301862815212,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
83.8072289156626,4.07228915662651,0.60405631784192,0.166067536655681,0.344631118133843,0.974008869690613,161.685472368642,1.94801773938123,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
464.674698795181,10.566265060241,1.38470164755269,0.429581431018972,0.549050426771317,2.13685427291556,354.717809303982,4.27370854583111,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
570.192771084337,10.3253012048193,1.56262444177869,0.4721653023566,0.740410156960349,2.44980302719286,406.667302514015,4.89960605438572,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
467.66265060241,9.20481927710843,1.40117229760825,0.422955765872503,0.641066812260645,2.20083589686901,365.338758880256,4.40167179373803,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
476.518072289157,9.60240963855422,1.4309226393444,0.444957741687605,0.692829406914961,2.27996226338602,378.47373572208,4.55992452677205,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
441.072289156626,9.07228915662651,1.35956648926882,0.428385653927519,0.701053807384489,2.15066744025522,357.010795082366,4.30133488051044,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
467.674698795181,9.55421686746988,1.41015616967291,0.407064798808799,0.843604241934142,2.22866375182799,369.958182803446,4.45732750365598,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
472.867469879518,9.10843373493976,1.40428743102451,0.419059858454104,0.739035834104681,2.19721590838718,364.737840792272,4.39443181677436,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
431.228915662651,8.78313253012048,1.35155377587741,0.394789220758645,0.713792717513705,2.08923607896194,346.813189107682,4.17847215792388,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
472.469879518072,9.14457831325301,1.45808402053358,0.460284875108769,0.801491330733921,2.32425374181097,385.82612114062,4.64850748362193,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
494.10843373494,9.63855421686747,1.45440280843287,0.447741639199551,0.61874301766853,2.26319937303353,375.691095923566,4.52639874606706,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
458.048192771084,9.13253012048193,1.4001832036891,0.42738402645098,0.695155602629828,2.121941185391,352.242236774906,4.243882370782,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
424.975903614458,8.57831325301205,1.32455452476637,0.373964293880436,0.732206221802339,2.02234769917905,335.709718063723,4.04469539835811,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
341.602409638554,6.91566265060241,1.16280624079308,0.203785476041944,0.820392929741326,1.5058092015526,249.964327457732,3.0116184031052,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
462.795180722892,9.21686746987952,1.40378372706514,0.436057290456253,0.65362479075135,2.22680996934977,369.650454912062,4.45361993869954,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
359.807228915663,7.6144578313253,1.21449906549868,0.312237591874131,0.689243917001704,1.76890655435892,293.63848802358,3.53781310871784,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
459.168674698795,9.49397590361446,1.38437639359305,0.443435307031664,0.654580910503177,2.18554942200165,362.801204052274,4.3710988440033,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
381.674698795181,8.03614457831325,1.27046849271684,0.344441495228703,0.758301523746927,1.93746325918016,321.618901023906,3.87492651836031,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
456.795180722892,9.2289156626506,1.32679524717177,0.394200240335197,0.558673021138719,2.05899791091898,341.79365321255,4.11799582183796,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
457.012048192771,9.18072289156627,1.39031965096856,0.439778770017881,0.644009306047438,2.18457907346291,362.640126194842,4.36915814692581,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
349.843373493976,8,1.21969522830422,0.377149363824189,0.560890227531748,1.89796645144511,315.062430939888,3.79593290289022,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
371.493975903614,7.83132530120482,1.26862846400867,0.353306619087984,0.762949389787575,1.9356578337226,321.319200397951,3.87131566744519,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
292.734939759036,6.92771084337349,1.09008628354671,0.224727010386308,0.755225820057699,1.62332985935859,269.472756653525,3.24665971871717,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
328.710843373494,7.31325301204819,1.14921241902298,0.27210627911497,0.677377264721494,1.64186959789319,272.550353250269,3.28373919578637,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
314.084337349398,6.56626506024096,1.1224113386279,0.219971032292238,0.701174341735214,1.51421531257546,251.359741887527,3.02843062515093,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
320.614457831325,7.36144578313253,1.15113141935317,0.324606959517651,0.577300781635266,1.74469792324669,289.61985525895,3.48939584649337,Hydrobia,SF114,three,1,D3,10,tif,2022-04-25,April
